image_id,method,min_pairwise_de2000,wcag_aa_coverage,wcag_aaa_coverage,reconstruction_error_de2000,harmony_alignment,runtime_seconds
coco_000000233370,kmeans_lab,12.091720130578196,0.3,0.2,5.925055080611723,0.1783596458991186,0.4760832920001121
coco_000000236690,dsp,17.13489410102175,0.4,0.2,6.806896834311497,0.15941805863066866,0.325403083996207
coco_000000236690,median_cut,0.3247018936977627,0.0,0.0,6.165916717771717,0.2076128412753456,0.16059508400212508
coco_000000236690,kmeans_rgb,9.998739925841143,0.2,0.1,3.914083567653686,0.11620047217092375,0.058008041996799875
coco_000000236690,kmeans_lab,9.75296258544864,0.2,0.1,3.8977528340288647,0.07963619347065157,0.3497449579954264
coco_000000244379,dsp,20.029705536722403,0.4,0.3,9.313631441718462,0.520074775634763,0.35211537499708356
coco_000000244379,median_cut,6.159312490874115,0.6,0.5,6.338339974349665,0.6616576716119711,0.19891641700087348
coco_000000244379,kmeans_rgb,12.064641346703292,0.5,0.3,6.119226132277537,0.6002493574529428,0.07498495800246019
coco_000000244379,kmeans_lab,9.439912656654492,0.5,0.3,6.154726627688645,0.4438364757208859,0.38115666700468864
coco_000000252216,dsp,19.225184474704378,0.4,0.2,10.6770085342671,0.5496195003968731,0.3651216670041322
coco_000000252216,median_cut,6.057292700823888,0.2,0.1,7.50738164181781,0.46236365738274765,0.20265541600383585
coco_000000252216,kmeans_rgb,14.165416361278334,0.1,0.1,7.005015465482543,0.09253876852032675,0.06714466700213961
coco_000000252216,kmeans_lab,14.343535211493839,0.3,0.2,6.042007020538079,0.27089337596584506,0.3839743329954217
coco_000000255749,dsp,18.537831001600374,0.5,0.3,1.9369037890682244,0.3620572989251186,0.29949416700401343
coco_000000255749,median_cut,0.31462111335722953,0.2,0.0,2.024144435807853,0.3620526304536983,0.19981158399605192
coco_000000255749,kmeans_rgb,5.5223760760096665,0.4,0.2,1.475290006577907,0.018317041983010755,0.08498154200060526
coco_000000255749,kmeans_lab,7.401177677087335,0.4,0.2,1.5543484619024521,0.018317041985520657,0.41117612500238465
coco_000000262487,dsp,28.197303162195738,0.3,0.1,9.102253936646742,0.3278592337228529,0.4707320829984383
coco_000000262487,median_cut,4.917087115750712,0.0,0.0,7.543934127495537,0.06270695158481057,0.23656366600334877
coco_000000262487,kmeans_rgb,7.464769450216602,0.2,0.1,7.077607457541933,0.19478636980624872,0.13304424999660114
coco_000000262487,kmeans_lab,7.165456467062025,0.1,0.1,6.540457789979796,0.19844328906516426,0.4722133750037756
coco_000000275791,dsp,32.460695738796716,0.2,0.2,16.212773441188926,0.2885091589072958,0.35661350000009406
coco_000000275791,median_cut,11.876574187371373,0.3,0.1,9.531563703077909,0.24394820688631375,0.19841404099861393
