source,subset,image_id,method,n_colours,n_pairs,buggy_aa,correct_aa,aa_delta,delta_pairs_aa,aa_changed,direction,buggy_aaa,correct_aaa,aaa_delta,aaa_changed,max1_colours
ablation,photographs,coco_000000069106,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000069106,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000075393,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000075393,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000075393,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000075393,ablation_freq_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000075393,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000075393,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000085329,ablation_score_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000085329,ablation_score_constraint,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000085329,ablation_full_dsp,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000085329,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000085329,ablation_dist_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000085329,kmeans_lab_constrained,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000090062,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000090062,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000090062,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000090062,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000090062,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000090062,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000101022,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000101022,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000101022,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000101022,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000101022,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000101022,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000104666,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 0]]"
ablation,photographs,coco_000000104666,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 0]]"
ablation,photographs,coco_000000104666,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 0]]"
ablation,photographs,coco_000000104666,ablation_freq_only,5,10,0.2,0.3,0.1,1,True,fail_to_pass,0.0,0.2,0.2,True,"[[1, 1, 0]]"
ablation,photographs,coco_000000104666,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 0]]"
ablation,photographs,coco_000000104666,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000107226,ablation_score_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000107226,ablation_score_constraint,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000107226,ablation_full_dsp,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000107226,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000107226,ablation_dist_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000107226,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000117645,ablation_score_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000117645,ablation_score_constraint,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000117645,ablation_full_dsp,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000117645,ablation_freq_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000117645,ablation_dist_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000117645,kmeans_lab_constrained,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000119516,ablation_score_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000119516,ablation_score_constraint,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000119516,ablation_full_dsp,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000119516,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000119516,ablation_dist_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000119516,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000145020,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.0,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000145020,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.0,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000145020,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.0,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000145020,ablation_freq_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000145020,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.0,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000145020,kmeans_lab_constrained,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000161128,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000161128,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000161128,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000161128,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000161128,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000161128,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000162543,ablation_score_only,5,10,0.0,0.4,0.4,4,True,fail_to_pass,0.0,0.2,0.2,True,"[[0, 1, 0]]"
ablation,photographs,coco_000000162543,ablation_score_constraint,5,10,0.0,0.4,0.4,4,True,fail_to_pass,0.0,0.2,0.2,True,"[[0, 1, 0]]"
ablation,photographs,coco_000000162543,ablation_full_dsp,5,10,0.2,0.4,0.2,2,True,fail_to_pass,0.2,0.2,0.0,False,"[[0, 1, 0]]"
ablation,photographs,coco_000000162543,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.4,,,False,
ablation,photographs,coco_000000162543,ablation_dist_only,5,10,0.2,0.4,0.2,2,True,fail_to_pass,0.2,0.2,0.0,False,"[[0, 1, 0]]"
ablation,photographs,coco_000000162543,kmeans_lab_constrained,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000166287,ablation_score_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000166287,ablation_score_constraint,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000166287,ablation_full_dsp,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000166287,ablation_freq_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000166287,ablation_dist_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000166287,kmeans_lab_constrained,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000168974,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000168974,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000168974,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000168974,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000168974,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000168974,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000169169,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000169169,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000169169,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000169169,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000169169,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000169169,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000184400,ablation_score_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000184400,ablation_score_constraint,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000184400,ablation_full_dsp,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000184400,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000184400,ablation_dist_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000184400,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000186632,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000186632,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000186632,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000186632,ablation_freq_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000186632,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000186632,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000187249,ablation_score_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000187249,ablation_score_constraint,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000187249,ablation_full_dsp,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000187249,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000187249,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000187249,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000190923,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000190923,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000190923,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000190923,ablation_freq_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000190923,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000190923,kmeans_lab_constrained,5,10,0.1,0.1,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000213035,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000213035,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000213035,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000213035,ablation_freq_only,5,10,0.5,0.3,-0.2,-2,True,pass_to_fail,0.3,0.2,-0.1,True,"[[1, 1, 1]]"
ablation,photographs,coco_000000213035,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000213035,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000228214,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000228214,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000228214,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000228214,ablation_freq_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.4,,,False,
ablation,photographs,coco_000000228214,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000228214,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000233370,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000233370,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000233370,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000233370,ablation_freq_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000233370,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000233370,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000236690,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000236690,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000236690,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000236690,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000236690,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000236690,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000244379,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000244379,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000244379,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000244379,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000244379,ablation_dist_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000244379,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000252216,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000252216,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000252216,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000252216,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000252216,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000252216,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000255749,ablation_score_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000255749,ablation_score_constraint,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000255749,ablation_full_dsp,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000255749,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000255749,ablation_dist_only,5,10,0.5,0.5,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000255749,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,"[[1, 1, 1]]"
ablation,photographs,coco_000000262487,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000262487,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000262487,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000262487,ablation_freq_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000262487,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000262487,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000275791,ablation_score_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000275791,ablation_score_constraint,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000275791,ablation_full_dsp,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000275791,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000275791,ablation_dist_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000275791,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000281693,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000281693,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000281693,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000281693,ablation_freq_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000281693,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000281693,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000283520,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000283520,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000283520,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000283520,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000283520,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000283520,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000284106,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000284106,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000284106,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000284106,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000284106,ablation_dist_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000284106,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000288762,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000288762,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000288762,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000288762,ablation_freq_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000288762,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000288762,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000294163,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000294163,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000294163,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000294163,ablation_freq_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000294163,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000294163,kmeans_lab_constrained,5,10,0.4,0.4,0.0,0,False,unchanged,0.3,,,False,
ablation,photographs,coco_000000300233,ablation_score_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000300233,ablation_score_constraint,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000300233,ablation_full_dsp,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000300233,ablation_freq_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000300233,ablation_dist_only,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000300233,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000307145,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000307145,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000307145,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000307145,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000307145,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000307145,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000315187,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000315187,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000315187,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000315187,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000315187,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000315187,kmeans_lab_constrained,5,10,0.2,0.2,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000334977,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000334977,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000334977,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000334977,ablation_freq_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000334977,ablation_dist_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000334977,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.1,,,False,
ablation,photographs,coco_000000335427,ablation_score_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000335427,ablation_score_constraint,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000335427,ablation_full_dsp,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000335427,ablation_freq_only,5,10,0.1,0.1,0.0,0,False,unchanged,0.0,,,False,
ablation,photographs,coco_000000335427,ablation_dist_only,5,10,0.4,0.4,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000335427,kmeans_lab_constrained,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000346232,ablation_score_only,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000346232,ablation_score_constraint,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
ablation,photographs,coco_000000346232,ablation_full_dsp,5,10,0.3,0.3,0.0,0,False,unchanged,0.2,,,False,
